Product Name,Price,Ratings
1963: New Directions,"R$1.255,32","4,9 de 5 estrelas"
Vocal Duets [Disco de Vinil],"R$170,31",-1
The Prophet Speaks [Disco de Vinil],"R$216,56","4,5 de 5 estrelas"
Invisible Sounds: For Kenny Wheeler [Disco de Vinil],"R$291,69","5,0 de 5 estrelas"
Out of the Afternoon [Disco de Vinil],"R$544,25","4,7 de 5 estrelas"
Sonny's Crip [Disco de Vinil],"R$155,00","1,0 de 5 estrelas"
Push Push [Disco de Vinil],"R$191,16","4,6 de 5 estrelas"
Return to Forever [Disco de Vinil],"R$194,79","4,6 de 5 estrelas"
Booker Little [Disco de Vinil],"R$129,44","3,8 de 5 estrelas"
Second Stop Is Jupiter [Disco de Vinil],"R$149,46",-1
Chet [Disco de Vinil],"R$150,60","4,4 de 5 estrelas"
Interplanetary Melodies [Disco de Vinil],"R$149,46",-1
Takin' Off,"R$194,40","4,5 de 5 estrelas"
Harmony Of Difference,"R$147,87","4,6 de 5 estrelas"
Joni Mitchell - The Hissing Of Summer Lawns [Disco de Vinil],"R$313,90","4,7 de 5 estrelas"
The Complete Birth Of The Cool,"R$373,24","4,5 de 5 estrelas"
The Soul Sessions [Disco de Vinil],"R$169,29","4,5 de 5 estrelas"
Court & Spark (180G) [Disco de Vinil],"R$207,03","4,5 de 5 estrelas"
John Coltrane & Johnny Hartman [Disco de Vinil],"R$173,54","5,0 de 5 estrelas"
Ballads [Disco de Vinil],"R$176,00","4,1 de 5 estrelas"
Blue Spirits,"R$181,53","4,0 de 5 estrelas"
Kind Of Brown: The Vinyl [Disco de Vinil],"R$405,18","4,8 de 5 estrelas"
A Love Supreme: The Complete Masters [Disco de Vinil],"R$279,00","4,2 de 5 estrelas"
Historicity [Disco de Vinil],"R$288,38","4,5 de 5 estrelas"
III,"R$158,23","4,6 de 5 estrelas"
Jazz Greats of Our Time 1 [Disco de Vinil],"R$143,29","3,6 de 5 estrelas"
Unforgettable [Disco de Vinil],"R$246,81","5,0 de 5 estrelas"
Spiritual Unity [Disco de Vinil],"R$230,72","4,3 de 5 estrelas"
Sonny Rollins With The Modern Jazz Quartet [LP],"R$215,76","4,3 de 5 estrelas"
No Regrets [Disco de Vinil],"R$230,75","4,6 de 5 estrelas"
Anatomy of a Murder (From the Sound Track of the Motion Picture) [Disco de Vinil],"R$152,97","5,0 de 5 estrelas"
Meditations [Disco de Vinil],"R$164,22","4,9 de 5 estrelas"
Together [Disco de Vinil],"R$145,59","4,6 de 5 estrelas"
Fifteen (best Of) [Disco de Vinil],"R$147,87","4,0 de 5 estrelas"
The Look Of Love [Disco de Vinil],"R$232,53","4,4 de 5 estrelas"
Hard Hands,"R$144,57","4,1 de 5 estrelas"
Coltrane Jazz [Disco de Vinil],"R$206,01","4,8 de 5 estrelas"
Canvas [Disco de Vinil],"R$242,58","4,9 de 5 estrelas"
Genius of Modern Music 2 [Disco de Vinil],"R$134,66","4,5 de 5 estrelas"
Ravensburg [Disco de Vinil],"R$210,22","4,6 de 5 estrelas"
Power of Soul,"R$243,90","4,7 de 5 estrelas"
Caro Emerald - Emerald Island Ep [Disco de Vinil],"R$204,99","4,6 de 5 estrelas"
Sonny Smith - Rod For Your Love [Disco de Vinil],"R$288,90","5,0 de 5 estrelas"
A Humdrum Star [Disco de Vinil],"R$182,77","4,5 de 5 estrelas"
My Favorite Things: Stereo & Mono Original Versions [Disco de Vinil],"R$203,97","4,6 de 5 estrelas"
Out Front [Disco de Vinil],"R$322,75","4,8 de 5 estrelas"
Lucus [Disco de Vinil],"R$208,47","4,0 de 5 estrelas"
Worrisome Heart,"R$207,03","4,6 de 5 estrelas"
Modern Lore [Disco de Vinil],"R$173,66","4,7 de 5 estrelas"
Acid,"R$248,55","3,9 de 5 estrelas"
Viking of Sixth Avenue [Disco de Vinil],"R$201,93","5,0 de 5 estrelas"
1961,"R$280,68","5,0 de 5 estrelas"
Tauhid,"R$156,00","5,0 de 5 estrelas"
Wave of Sorrow [Disco de Vinil],"R$128,06","4,0 de 5 estrelas"
Angles Without Edges [Disco de Vinil],"R$153,95","4,8 de 5 estrelas"
Art Blakey & The Jazz Messengers [Disco de Vinil],"R$162,49","5,0 de 5 estrelas"
Travels [Disco de Vinil],"R$301,06","4,7 de 5 estrelas"
Play Bach 1 [Disco de Vinil],"R$289,65",-1
Autumn Leaves (Ogv),"R$365,13","4,7 de 5 estrelas"
Stripped [Disco de Vinil],"R$190,71","4,2 de 5 estrelas"
Black Rhythm Revolution,"R$181,53","5,0 de 5 estrelas"
Live Adventures Of Mike Bloomfield & Al Kooper [Disco de Vinil],"R$309,15","4,7 de 5 estrelas"
How Glad I Am [Disco de Vinil],"R$192,58",-1
Memphis... Yes I'm Ready [Disco de Vinil],"R$173,37","4,4 de 5 estrelas"
Rytmus Alucynantis [Disco de Vinil],"R$95,00",-1
Jazz Is Back In Grand Rapids [Disco de Vinil],"R$242,73","4,0 de 5 estrelas"
Journey in Satchidananda [Disco de Vinil],"R$209,07","4,7 de 5 estrelas"
The Essentials [Disco de Vinil],"R$192,58","4,6 de 5 estrelas"
Coltrane Plays The Blues [Disco de Vinil],"R$666,84","4,6 de 5 estrelas"
Coltrane (Impulse),"R$187,65","4,2 de 5 estrelas"
John Coltrane & Johnny Hartman,"R$189,69","4,6 de 5 estrelas"
Aziza [Disco de Vinil],"R$206,62","4,4 de 5 estrelas"
Live At Nectar's [Disco de Vinil],"R$152,82","5,0 de 5 estrelas"
Passin' Thru [Disco de Vinil],"R$210,71","4,6 de 5 estrelas"
Empathy [Disco de Vinil],"R$197,70","3,0 de 5 estrelas"
Big Fun,"R$279,89","4,7 de 5 estrelas"
A Swingin' Affair! [Disco de Vinil],"R$191,73","4,8 de 5 estrelas"
Meets the Rhythm Section [Disco de Vinil],"R$155,74","4,7 de 5 estrelas"
John Coltrane - Trane. The Atlantic Collection [Disco de Vinil],"R$202,17","4,1 de 5 estrelas"
Quiet Kenny [Disco de Vinil],"R$148,00","4,2 de 5 estrelas"
South Of The Border [Disco de Vinil],"R$179,70","4,7 de 5 estrelas"
Rise [Disco de Vinil],"R$169,13","4,5 de 5 estrelas"
Jazz Goes To Junior College,"R$129,27",-1
Herb ALPert And The Tijuana Bras - What Now My Love [Disco de Vinil],"R$181,15","4,8 de 5 estrelas"
Waves [Disco de Vinil],"R$211,44","4,4 de 5 estrelas"
Freedom & Surrender [Disco de Vinil],"R$224,37","4,6 de 5 estrelas"
Untitled [Disco de Vinil],"R$614,14",-1
Coltrane Plays The Bues (Mono Remaster) [Disco de Vinil],"R$176,33","4,7 de 5 estrelas"
Saga Of Padani [Disco de Vinil],"R$250,89","5,0 de 5 estrelas"
Famous Blue Raincoat [Disco de Vinil],"R$291,69","3,7 de 5 estrelas"
Artscience [Disco de Vinil],"R$216,21","4,4 de 5 estrelas"
Kind of Blue [Disco de Vinil],"R$160,97","4,7 de 5 estrelas"
Ole Coltrane [Disco de Vinil],"R$217,00","4,9 de 5 estrelas"
Old Dreams New Planets [Disco de Vinil],"R$175,15",-1
From Sleep,"R$238,35","4,4 de 5 estrelas"
André Previn - Tchaikovsky: The Nutcracker [Disco de Vinil],"R$240,00","4,7 de 5 estrelas"
A Love Supreme [Disco de Vinil],"R$210,64","4,6 de 5 estrelas"
Worktime [Disco de Vinil],"R$180,76",-1
Fabulous Shirley Bassey [Disco de Vinil],"R$149,22","3,5 de 5 estrelas"
Blacksummers'Night [Disco de Vinil],"R$153,62","4,4 de 5 estrelas"
Whisper of Love [Disco de Vinil],"R$334,97","4,6 de 5 estrelas"
Portrait in Jazz [Disco de Vinil],"R$175,41","4,6 de 5 estrelas"
Uprising [Disco de Vinil],"R$167,00","4,7 de 5 estrelas"
Indestructible,"R$172,17","4,6 de 5 estrelas"
Getz / Gilberto [Disco de Vinil],"R$196,83","4,6 de 5 estrelas"
The Leftovers (Music From the HBO Series--Season One) [Disco de Vinil],"R$275,72","4,4 de 5 estrelas"
Caf‚ Montmartre,"R$142,39","4,8 de 5 estrelas"
Ring-A-Ding Ding [Disco de Vinil],"R$188,67","4,1 de 5 estrelas"
Jazz Goes To College [Disco de Vinil],"R$219,69","4,7 de 5 estrelas"
Original Quintet (First Recording) [Disco de Vinil],"R$170,57","4,2 de 5 estrelas"
Turn This Mutha Out [Disco de Vinil],"R$229,47","5,0 de 5 estrelas"
Volume 1,"R$159,92","5,0 de 5 estrelas"
Blue Train [Disco de Vinil],"R$138,49","4,6 de 5 estrelas"
Cymbalism [Disco de Vinil],"R$165,00","5,0 de 5 estrelas"
Leapin and Lopin [Disco de Vinil],"R$152,63","4,4 de 5 estrelas"
On the Corner [Disco de Vinil],"R$245,22","4,5 de 5 estrelas"
ELLA FITZGERALD SINGS THE GEORGE & IRA GERSHWIN SONG BOOKS [Disco de Vinil],"R$1.385,52","3,7 de 5 estrelas"
Strength & Power [Disco de Vinil],"R$210,09",-1
Reflections [Disco de Vinil],"R$202,79",-1
Bitches Brew,"R$184,00","4,5 de 5 estrelas"
Breaking Point,"R$145,26","5,0 de 5 estrelas"
Emily's D+Evolution [Disco de Vinil],"R$216,36","4,6 de 5 estrelas"
The Other Side [Disco de Vinil],"R$204,99","4,6 de 5 estrelas"
Ultimate Sinatra [Disco de Vinil],"R$233,01","4,8 de 5 estrelas"
Page One [Disco de Vinil],"R$156,23","4,3 de 5 estrelas"
Live At The Encore Theatre [Disco de Vinil],"R$171,33",-1
"A Night At Birdland, Vol. 2 [Disco de Vinil]","R$169,29","4,8 de 5 estrelas"
Songs from Before [Disco de Vinil],"R$194,17","4,6 de 5 estrelas"
"The Popular Frank Sinatra, Vol. 1-3 [Disco de Vinil]","R$720,63",-1
Latin Fever [Disco de Vinil],"R$173,37","5,0 de 5 estrelas"
Birdland,"R$159,09","4,7 de 5 estrelas"
Marseille [Disco de Vinil],"R$241,71","4,2 de 5 estrelas"
For One to Love [Disco de Vinil],"R$278,43","4,6 de 5 estrelas"
What Was Said [Disco de Vinil],"R$274,32","4,3 de 5 estrelas"
Blues-Ette [Disco de Vinil],"R$139,08","4,6 de 5 estrelas"
Into the Silence,"R$277,68","4,5 de 5 estrelas"
Art Pepper Quartet (Clear Vinyl/Mono) [Disco de Vinil],"R$231,90","5,0 de 5 estrelas"
Winelight,"R$208,05","4,7 de 5 estrelas"
The Cool Voice Of Rita Reys [Disco de Vinil],"R$231,51",-1
Virtuoso [Disco de Vinil],"R$158,75","4,3 de 5 estrelas"
Body And Soul,"R$186,00","4,8 de 5 estrelas"
New Moon Daughter [Disco de Vinil],"R$190,71","4,3 de 5 estrelas"
Nils Wülker - Decade Live [Disco de Vinil],"R$396,90","4,8 de 5 estrelas"
Man Made Object [Disco de Vinil],"R$211,70","4,6 de 5 estrelas"
The Charlie Parker Story [Disco de Vinil],"R$141,31","4,2 de 5 estrelas"
World Spirituality Classics 1: Ecstatic Music [Disco de Vinil],"R$219,27","4,8 de 5 estrelas"
The Questions [Disco de Vinil],"R$289,65","4,6 de 5 estrelas"
Live at the Village Vanguard [Disco de Vinil],"R$277,41","4,7 de 5 estrelas"
I Put A Spell On You,"R$197,85","4,7 de 5 estrelas"
Getz / Gilberto [Disco de Vinil],"R$161,00","4,6 de 5 estrelas"
Great Jazz Standards [Disco de Vinil],"R$326,78",-1
An Ancient Observer [Disco de Vinil],"R$151,90","4,3 de 5 estrelas"
Kill Bill Volume 1 Original Soun - Kill Bill Volume 1 Original Soun [Disco de Vinil],"R$147,86","4,5 de 5 estrelas"
Spotify Singles [Disco de Vinil],"R$77,11",-1
Work Song [Disco de Vinil],"R$160,13","4,8 de 5 estrelas"
Come Swing With Me!,"R$191,16","5,0 de 5 estrelas"
Sketches of Spain [Disco de Vinil],"R$141,53","4,4 de 5 estrelas"
One Flight Up [Disco de Vinil],"R$157,05","4,7 de 5 estrelas"
Night at Birdland 1 [Disco de Vinil],"R$153,00","5,0 de 5 estrelas"
On [Disco de Vinil],"R$594,71","4,0 de 5 estrelas"
Modern Sounds in Country & Western Music Vol 1 & 2 [Disco de Vinil],"R$211,11","4,6 de 5 estrelas"
Come Dance With Me!,"R$201,93","4,6 de 5 estrelas"
Baby Dodds Trio - Jazz A' La Creole [Disco de Vinil],"R$231,90","4,8 de 5 estrelas"
Crystal Silence [Reissue],"R$211,70","4,2 de 5 estrelas"
Mack the Kinfe: Ella in Berlin [Disco de Vinil],"R$138,89","5,0 de 5 estrelas"
Gustav Mahler / Primal Light [Disco de Vinil],"R$323,88","3,6 de 5 estrelas"
Everybody Loves the Sunshine (40th Anniversary) [Disco de Vinil],"R$202,69","4,6 de 5 estrelas"
Platinum Collection [Disco de Vinil],"R$274,61","4,7 de 5 estrelas"
Components,"R$156,29","4,8 de 5 estrelas"
Untitled [Disco de Vinil],"R$612,12","5,0 de 5 estrelas"
I Want To Hold Your Hand,"R$160,72","4,3 de 5 estrelas"
Dig In Deep [Disco de Vinil],"R$194,43","4,6 de 5 estrelas"
Skala [Disco de Vinil],"R$221,28","4,6 de 5 estrelas"
With John Coltrane [Disco de Vinil],"R$167,25","4,4 de 5 estrelas"
Honeysuckle Breeze [Disco de Vinil],"R$158,07","4,6 de 5 estrelas"
Search for the New Land [Disco de Vinil],"R$161,51","4,5 de 5 estrelas"
Carnegie Hall Concert [Disco de Vinil],"R$159,09","4,6 de 5 estrelas"
Jungle Jive: Voodoo Exotica Jungle Swing Vol. 1 - From Swingin'Dick's Collection of Shellac Shakin' Hot Jazz 78s! [Disco de Vinil],"R$139,35","5,0 de 5 estrelas"
Cookin' [Disco de Vinil],"R$143,31","4,0 de 5 estrelas"
McLemore Avenue [Disco de Vinil],"R$153,52","4,5 de 5 estrelas"
Three Original Albums [Disco de Vinil],"R$204,99","5,0 de 5 estrelas"
Bird & Diz [Disco de Vinil],"R$184,59","4,6 de 5 estrelas"
The Complete Concert By The Sea,"R$349,90","4,7 de 5 estrelas"
At Onkel Po's Carnegie Hall Hamburg [Disco de Vinil],"R$310,87","4,4 de 5 estrelas"
Ye Maya E [Disco de Vinil],"R$141,76",-1
Caro Emerald - Deleted Scenes From The Cuttin [Disco de Vinil],"R$250,89","4,8 de 5 estrelas"
In Orbit [Disco de Vinil],"R$156,44","5,0 de 5 estrelas"
Dysnomia [Disco de Vinil],"R$218,85","5,0 de 5 estrelas"
Agharta,"R$282,07","4,5 de 5 estrelas"
Sylva [Disco de Vinil],"R$214,38","4,7 de 5 estrelas"
Prisoner [Disco de Vinil],"R$161,13","4,0 de 5 estrelas"
"Miles Davis Quintet: Freedom Jazz Dance - The Bootleg Series, Vol. 5 [Disco de Vinil]","R$306,99","4,4 de 5 estrelas"
For King & Country,"R$181,78",-1
Chris Thile & Brad Mehldau,"R$221,77","4,6 de 5 estrelas"
The Dreamers: The Gentle Side [Disco de Vinil],"R$241,71","4,8 de 5 estrelas"
Cape Verdean Blues [Disco de Vinil],"R$155,27","4,8 de 5 estrelas"
André Previn - Tchaikovsky: Swan Lake [Disco de Vinil],"R$787,92","4,9 de 5 estrelas"
Time Further Out [Disco de Vinil],"R$294,50","4,8 de 5 estrelas"
Silent Light [Disco de Vinil],"R$214,17","4,4 de 5 estrelas"
Infra,"R$181,53","4,2 de 5 estrelas"
State of the Tenor: Live at the Village Vanguard 1 [Disco de Vinil],"R$155,00","5,0 de 5 estrelas"
Llyria [Disco de Vinil],"R$251,91","4,4 de 5 estrelas"
Masqualero [Disco de Vinil],"R$151,95",-1
Mathias Eick [Disco de Vinil],"R$216,89","4,8 de 5 estrelas"
Grandmaster Of The Soprano Saxophone And Clarinet (180 Gram Mono) [Disco de Vinil],"R$304,95",-1
Jazz at the Pawnshop / Various [Disco de Vinil],"R$279,45","4,6 de 5 estrelas"
Love For Sale - Live At The Ri [Disco de Vinil],"R$288,90","5,0 de 5 estrelas"
Great American Songbook [Disco de Vinil],"R$513,02","4,5 de 5 estrelas"
Coltrane's Sound [Disco de Vinil],"R$258,93","4,6 de 5 estrelas"
"Concert Of The Century - A Tribute To Charlie Parker (2-LP, 180 Gram Vinyl) [Disco de Vinil]","R$199,58","4,9 de 5 estrelas"
Ray Charles - The Great Ray Charles [CD],"R$125,00","4,4 de 5 estrelas"
Offramp [Disco de Vinil],"R$197,85","4,7 de 5 estrelas"
Your Queen Is A Reptile,"R$174,12","4,6 de 5 estrelas"
V2.0 (Deluxe Edition) [Disco de Vinil],"R$199,89","4,7 de 5 estrelas"
Takin Off [Disco de Vinil],"R$185,61","4,8 de 5 estrelas"
Stan Getz Bossa Nova Years [Disco de Vinil],"R$1.120,95","4,6 de 5 estrelas"
Thelonious Monk Quartet at Carnegie Hall [Disco de Vinil],"R$210,64","4,8 de 5 estrelas"
Soul Station [Disco de Vinil],"R$151,83","4,2 de 5 estrelas"
Jack Johnson [Disco de Vinil],"R$233,55","4,5 de 5 estrelas"
Sunflower [Disco de Vinil],"R$341,31","4,0 de 5 estrelas"
Underground [Disco de Vinil],"R$272,23","4,6 de 5 estrelas"
New Orleans [Disco de Vinil],"R$244,29","5,0 de 5 estrelas"
Happy Moods [Disco de Vinil],"R$128,08","5,0 de 5 estrelas"
Screamin the Blues [Disco de Vinil],"R$170,09","4,4 de 5 estrelas"
Wisdom Of Elders [Disco de Vinil],"R$205,76","4,4 de 5 estrelas"
Monks Dream [Disco de Vinil],"R$221,21","4,7 de 5 estrelas"
Take Me To The Alley [Disco de Vinil],"R$218,25","4,7 de 5 estrelas"
Caro Emerald - The Shocking Miss Emerald [Disco de Vinil],"R$206,01","5,0 de 5 estrelas"
Breakfast on the Morning Tram,"R$355,95","4,6 de 5 estrelas"
Blue Moon [Disco de Vinil],"R$268,23","4,6 de 5 estrelas"
Sinatra at the Sands [Disco de Vinil],"R$239,00","4,8 de 5 estrelas"
The Essential Dave Brubeck [Disco de Vinil],"R$208,27","4,4 de 5 estrelas"
Abyssinia Afterlife [Disco de Vinil],"R$264,40","4,0 de 5 estrelas"
Point of Departure [Disco de Vinil],"R$160,11","4,7 de 5 estrelas"
Southern Scene [Disco de Vinil],"R$113,20",-1
Slipstream [Disco de Vinil],"R$288,90","4,6 de 5 estrelas"
Art Pepper + Eleven: Modern Jazz Classics [Disco de Vinil],"R$149,20","4,8 de 5 estrelas"
Breakfast at Tiffany's,"R$145,00","4,6 de 5 estrelas"
Soul Junction [Disco de Vinil],"R$149,69","4,6 de 5 estrelas"
Miles in the Sky [Disco de Vinil],"R$617,83","4,7 de 5 estrelas"
We Three [Disco de Vinil],"R$155,16","4,7 de 5 estrelas"
Undercurrent [Disco de Vinil],"R$484,36","4,3 de 5 estrelas"
"Wizard Of The Vibes [10""]","R$144,11","4,3 de 5 estrelas"
Real Ambassadors [Disco de Vinil],"R$137,73","3,5 de 5 estrelas"
Night Train [Disco de Vinil],"R$156,82","4,5 de 5 estrelas"
Bird and Diz + Charlie Parker + Charlie Parker Wit [Disco de Vinil],"R$196,83","4,6 de 5 estrelas"
Filles de Kilimanjaro [Disco de Vinil],"R$559,12","4,8 de 5 estrelas"
Heavy Weather,"R$218,07","4,5 de 5 estrelas"
My Funny Valentine: In Concert [Disco de Vinil],"R$303,93","5,0 de 5 estrelas"
Such Sweet Thunder [Disco de Vinil],"R$151,47","4,6 de 5 estrelas"
My One & Only Thrill [Disco de Vinil],"R$549,95","4,6 de 5 estrelas"
Everybody Digs Bill Evans [Disco de Vinil],"R$162,96","4,3 de 5 estrelas"
Arbour Zena [Disco de Vinil],"R$199,89","4,7 de 5 estrelas"
Black Market,"R$236,70","4,8 de 5 estrelas"
Plays Duke Ellington [LP],"R$161,81","5,0 de 5 estrelas"
6 and 12 String Guitar [Disco de Vinil],"R$162,00","4,7 de 5 estrelas"
Lush Life [LP],"R$162,17","4,3 de 5 estrelas"
Blues & Roots,"R$138,89","4,7 de 5 estrelas"
Straight No Chaser [Disco de Vinil],"R$221,48","4,9 de 5 estrelas"
Café Blue,"R$529,37","4,6 de 5 estrelas"
Giant Steps [Disco de Vinil],"R$139,71","4,5 de 5 estrelas"
Jazz Samba,"R$199,89","4,7 de 5 estrelas"
"The Final Tour: Copenhagen, March 24, 1960 [Disco de Vinil]","R$138,04","4,7 de 5 estrelas"
Francis Albert Sinatra & Antonio Carlos Jobim,"R$208,00","4,7 de 5 estrelas"
Birth Of The Cool,"R$197,50","4,6 de 5 estrelas"
All or Nothing at All [Disco de Vinil],"R$141,00","4,5 de 5 estrelas"
Desmond Blue [Disco de Vinil],"R$243,17","4,4 de 5 estrelas"
Love Is Here To Stay [Disco de Vinil],"R$175,41","4,4 de 5 estrelas"
Heritage (Red Vinyl) [Disco de Vinil],"R$150,93","4,8 de 5 estrelas"
Take Cover [Disco de Vinil],"R$161,74","5,0 de 5 estrelas"
Lean On Me [Disco de Vinil],"R$169,80","4,8 de 5 estrelas"
Sun Of Goldfinger [Disco de Vinil],"R$199,89","4,5 de 5 estrelas"
Moanin [Disco de Vinil],"R$170,31","4,5 de 5 estrelas"
Geyser [Disco de Vinil],"R$157,05",-1
Mingus Ah Um,"R$225,39","4,6 de 5 estrelas"
Soul Jazz Records Presents Steve Reid: Nova,"R$216,21","4,5 de 5 estrelas"
Silver Vibrations,"R$211,87",-1
Love Hurts [Disco de Vinil],"R$175,11","4,2 de 5 estrelas"
Lullaby of Birdland [Disco de Vinil],"R$176,43",-1
Lady in Satin [Disco de Vinil],"R$149,32","4,5 de 5 estrelas"
Universal Beings [Disco de Vinil],"R$242,00","4,5 de 5 estrelas"
You Don't Know The Life [Disco de Vinil],"R$226,50","4,0 de 5 estrelas"
Mary Lou Williams [Disco de Vinil],"R$180,33","5,0 de 5 estrelas"
John Coltrane - My Favorite Things [Disco de Vinil],"R$170,00","4,7 de 5 estrelas"
Scenery [Disco de Vinil],"R$215,19","4,7 de 5 estrelas"
C'est Si Bon [Disco de Vinil],"R$176,43","4,1 de 5 estrelas"
Unforgettable [Disco de Vinil],"R$167,25","4,7 de 5 estrelas"
Essentials II [Disco de Vinil],"R$202,82","4,8 de 5 estrelas"
The Gleaners [Disco de Vinil],"R$192,75",-1
King Of The Delta Blues Singers [Disco de Vinil],"R$167,25","4,3 de 5 estrelas"
Bay of Rainbows,"R$210,48","4,6 de 5 estrelas"
Sonny Stitt - Sonny Stitt.  Lone Wolf [Disco de Vinil],"R$594,74",-1
Take Another Look: A Career Retrospective [Disco de Vinil],"R$1.303,73","5,0 de 5 estrelas"
Fontessa [Disco de Vinil],"R$657,20",-1
Glitter Wolf [Disco de Vinil],"R$133,24",-1
Sings For Only The Lonely (60th Anniversary Stereo Mix) [Disco de Vinil],"R$239,67","4,9 de 5 estrelas"
Tutankaman,"R$208,20",-1
Jorge Ben [Disco de Vinil],"R$202,82","4,8 de 5 estrelas"
People Of The Sun [Disco de Vinil],"R$160,45","4,2 de 5 estrelas"
Trio Tapestry,"R$202,95","4,6 de 5 estrelas"
Natch'l Blues [Disco de Vinil],"R$165,74","4,7 de 5 estrelas"
Cab Calloway [Disco de Vinil],"R$270,27","5,0 de 5 estrelas"
Shocking Miss Emerald [Disco de Vinil],"R$274,35","4,8 de 5 estrelas"
Seasons [Disco de Vinil],"R$208,40","4,8 de 5 estrelas"
Music of Charles Brackeen [Disco de Vinil],"R$300,87",-1
Embrya (20th Anniversary) [Disco de Vinil],"R$240,83","4,8 de 5 estrelas"
Unsung Cities And Movies Never Made,"R$149,52",-1
"State Of The Tenor, Vol. 2 [Disco de Vinil]","R$241,45","4,5 de 5 estrelas"
Michael Bublé - To Be Loved [Disco de Vinil],"R$191,45","4,6 de 5 estrelas"
The Blues And The Abstract Truth,"R$187,65","4,6 de 5 estrelas"
Night in Tunisia [Disco de Vinil],"R$220,42","4,1 de 5 estrelas"
Doubtless [Disco de Vinil],"R$192,75",-1
Further Definitions,"R$187,65","4,8 de 5 estrelas"
Elegant Gypsy,"R$220,19","4,6 de 5 estrelas"
We Get Requests,"R$187,65","4,5 de 5 estrelas"
End of the Rainbow [Disco de Vinil],"R$398,08",-1
Espace Cardin 1977,"R$161,81","4,7 de 5 estrelas"
Sketches of Spain (Mono) [Disco de Vinil],"R$219,92","4,5 de 5 estrelas"
Live At Kexp [Disco de Vinil],"R$233,59","4,7 de 5 estrelas"
Out Of The Cool,"R$184,59","4,3 de 5 estrelas"
Vibes from the Tribe [Disco de Vinil],"R$361,55",-1
The President Plays With The Oscar Peterson Trio,"R$187,65","4,4 de 5 estrelas"
Free Jazz,"R$343,79",-1
Dusk Fire [Disco de Vinil],"R$211,11",-1
Ellington At Newport,"R$376,71","4,2 de 5 estrelas"
For The Morning [Disco de Vinil],"R$162,96","4,4 de 5 estrelas"
Quatro: The Definitive Collection [Remastered] [Boxset] [Limited Edition] [Disco de Vinil],"R$576,99","5,0 de 5 estrelas"
"Welcome Home, Bon Voyage","R$140,87","4,6 de 5 estrelas"
Bird at St. Nicks [Disco de Vinil],"R$164,88","5,0 de 5 estrelas"
Rattle Them Bones [Disco de Vinil],"R$141,11","4,7 de 5 estrelas"
Forgotten Dreams [Disco de Vinil],"R$540,60","3,9 de 5 estrelas"
Africa / Bass [Disco de Vinil],"R$147,98","4,7 de 5 estrelas"
Finding Gabriel [Disco de Vinil],"R$207,03","4,5 de 5 estrelas"
Sextant [Disco de Vinil],"R$221,48","4,4 de 5 estrelas"
Hottest New Group In Jazz [Disco de Vinil],"R$137,67","4,7 de 5 estrelas"
Encounters Ben Webster [Disco de Vinil],"R$149,32","4,7 de 5 estrelas"
Invisible Light: Acoustic Space [Disco de Vinil],"R$216,56","3,8 de 5 estrelas"
Beat Music Beat Music Beat Music [Disco de Vinil],"R$172,41","5,0 de 5 estrelas"
Head First [Disco de Vinil],"R$194,17",-1
Complete Village Vanguard Recordings 1961 [Disco de Vinil],"R$884,15","4,6 de 5 estrelas"
Complete Communion: Live in Hilversum May 9th 1966 [Disco de Vinil],"R$163,17","4,0 de 5 estrelas"
In Italy [Disco de Vinil],"R$149,20","5,0 de 5 estrelas"
New York Is Now [Disco de Vinil],"R$171,12","4,4 de 5 estrelas"
Opener [Disco de Vinil],"R$144,11","4,2 de 5 estrelas"
"Young Man With A Horn [10""]","R$152,79","4,0 de 5 estrelas"
La Planete Sauvage (Fantastic Planet) (Original Motion Picture Soundtrack),"R$230,09","4,7 de 5 estrelas"
Dave Brubeck Christmas [Disco de Vinil],"R$162,00","4,3 de 5 estrelas"
Pres and Teddy [Disco de Vinil],"R$219,36","4,5 de 5 estrelas"
Boss Tenors,"R$194,79","5,0 de 5 estrelas"
Miles Smiles,"R$219,92","4,7 de 5 estrelas"
Hejira [Disco de Vinil],"R$223,35","4,8 de 5 estrelas"
Wallflower,"R$216,00","4,3 de 5 estrelas"
Golden Hits [Disco de Vinil],"R$172,35","4,6 de 5 estrelas"
Coma Witch [Disco de Vinil],"R$145,18","4,6 de 5 estrelas"
Moondog [Disco de Vinil],"R$164,05","4,1 de 5 estrelas"
Wishes You A Swinging Christmas,"R$183,57","4,6 de 5 estrelas"
Mode for Joe [Disco de Vinil],"R$155,01","4,7 de 5 estrelas"
Christmas Song [Disco de Vinil],"R$145,26","4,8 de 5 estrelas"
Incredible Jazz Guitar,"R$187,76","4,7 de 5 estrelas"
I Remember,"R$145,26","4,1 de 5 estrelas"
Introducing Kenny Burrell [Disco de Vinil],"R$249,11","4,8 de 5 estrelas"
Ready for Freddie [Disco de Vinil],"R$161,87","4,7 de 5 estrelas"
Grant's First Stand [Disco de Vinil],"R$183,01","4,9 de 5 estrelas"
Dedication [Disco de Vinil],"R$196,83","3,9 de 5 estrelas"
Echoes Of France [Disco de Vinil],"R$173,00","4,1 de 5 estrelas"
Turnaround [Disco de Vinil],"R$177,45","3,6 de 5 estrelas"
Spring [Disco de Vinil],"R$138,52","3,8 de 5 estrelas"
Secrets,"R$213,15","4,4 de 5 estrelas"
