Product Name,Price,Ratings
Ladies Of The Canyon,"R$178,47","4,8 de 5 estrelas"
True Blue [Disco de Vinil],"R$189,48","4,7 de 5 estrelas"
Jolly Christmas from Frank Sinatra [Disco de Vinil],"R$101,00","4,8 de 5 estrelas"
Hits [Disco de Vinil],"R$184,59","4,7 de 5 estrelas"
Think [Disco de Vinil],"R$190,71","4,7 de 5 estrelas"
We Are On The Edge [Disco de Vinil],"R$203,97","4,9 de 5 estrelas"
Blue Mode [Disco de Vinil],"R$193,24","5,0 de 5 estrelas"
Valve Bone Woe [Disco de Vinil],"R$199,89","4,3 de 5 estrelas"
Greene Street 1 [Disco de Vinil],"R$224,37",-1
April Is the Cruellest Month [Disco de Vinil],"R$301,32",-1
Balance [Disco de Vinil],"R$196,31","4,3 de 5 estrelas"
Le Pas Du Chat Noir [Disco de Vinil],"R$254,00","4,8 de 5 estrelas"
Where Future Unfolds [Disco de Vinil],"R$178,47","4,8 de 5 estrelas"
"The Melody At Night, With You [Disco de Vinil]","R$211,11","4,7 de 5 estrelas"
Face To Face [Disco de Vinil],"R$254,17","4,7 de 5 estrelas"
Khmer [Disco de Vinil],"R$189,69","4,8 de 5 estrelas"
Voice In The Night [Disco de Vinil],"R$233,55","4,9 de 5 estrelas"
In Praise Of Dreams [Disco de Vinil],"R$189,69","4,8 de 5 estrelas"
Know What I Mean [Disco de Vinil],"R$153,99","4,3 de 5 estrelas"
For My Sanity [Disco de Vinil],"R$211,24","5,0 de 5 estrelas"
